optimizer,step,group,metric,n,finite_n,nan_or_inf_fraction,max,median,p95,worst_layer
momentum,1,qkv,O1C_optstate_relerr,216,216,0.0,2.377863097616403e-15,1.0742911206146293e-15,2.079348314516998e-15,15
momentum,1,qkv,loss_absdiff_O1C,216,216,0.0,2.6645352591003757e-15,0.0,4.440892098500626e-16,0
momentum,1,gate_up,O1A_A_update_relerr,144,144,0.0,0.29673192076818816,0.00012222486227619688,0.1845753958121984,9
momentum,1,gate_up,O1C_A_update_relerr,144,144,0.0,9.854539537671733e-17,9.371265584406897e-17,9.616218953211885e-17,15
momentum,1,gate_up,O1A_B_update_relerr,144,144,0.0,3.235993709008885e-18,1.0144004728160958e-18,1.975226126985547e-18,16
momentum,1,gate_up,O1C_B_update_relerr,144,144,0.0,3.235993709008885e-18,1.0144004728160958e-18,1.975226126985547e-18,16
momentum,1,gate_up,O1A_dW_cos,144,144,0.0,0.9999999991111695,0.9999999874343021,0.9999999986305339,16
momentum,1,gate_up,O1C_dW_cos,144,144,0.0,1.0000000000000728,0.9999999999999994,1.000000000000059,19
momentum,1,gate_up,O1A_optstate_relerr,144,144,0.0,3842.216266625737,1.3617736245835352,2246.9151556272636,22
momentum,1,gate_up,O1C_optstate_relerr,144,144,0.0,4.103015892574041e-15,2.6370501100390846e-15,3.340612526653139e-15,10
momentum,1,gate_up,loss_absdiff_O1C,144,144,0.0,6.661338147750939e-16,0.0,4.440892098500626e-16,6
momentum,10,o_down,O1A_A_update_relerr,144,144,0.0,4.391078614147061e-17,2.4385221255889353e-17,3.832912473228895e-17,20
momentum,10,o_down,O1C_A_update_relerr,144,144,0.0,4.391078614147061e-17,2.4385221255889353e-17,3.832912473228895e-17,20
momentum,10,o_down,O1A_B_update_relerr,144,144,0.0,5.2184180116558227e-17,2.8928132924694213e-17,5.018569741233435e-17,14
momentum,10,o_down,O1C_B_update_relerr,144,144,0.0,5.2184180116558227e-17,2.8928132924694213e-17,5.018569741233435e-17,14
momentum,10,o_down,O1A_dW_cos,144,144,0.0,1.0000000000000688,0.9999999999999984,1.000000000000035,16
momentum,10,o_down,O1C_dW_cos,144,144,0.0,1.0000000000000688,0.9999999999999984,1.000000000000035,16
momentum,10,o_down,O1A_optstate_relerr,144,144,0.0,2.450163548388714e-15,9.445457765395174e-16,1.9453261922233992e-15,20
momentum,10,o_down,O1C_optstate_relerr,144,144,0.0,2.450163548388714e-15,9.445457765395174e-16,1.9453261922233992e-15,20
momentum,10,o_down,loss_absdiff_O1C,144,144,0.0,1.3322676295501878e-15,0.0,4.440892098500626e-16,7
momentum,10,qkv,O1A_A_update_relerr,216,216,0.0,0.7252949760665275,0.007298091440494349,0.024024364924636516,0
momentum,10,qkv,O1C_A_update_relerr,216,216,0.0,2.3506275295764357e-16,2.1935420516897523e-16,2.2981457177621893e-16,11
momentum,10,qkv,O1A_B_update_relerr,216,216,0.0,0.33754028957057675,0.0002553785835511334,0.0027369825823794335,0
